formacode,description,field,generic_term
22635,climatisation,226 GENIE CLIMATIQUE,22654 GENIE CLIMATIQUE
22657,fumisterie,226 GENIE CLIMATIQUE,22654 GENIE CLIMATIQUE
22642,génie thermique,226 GENIE CLIMATIQUE,22654 GENIE CLIMATIQUE
22671,chauffage,226 GENIE CLIMATIQUE,22642 GENIE THERMIQUE
22672,chauffage bois,226 GENIE CLIMATIQUE,22671 CHAUFFAGE
22692,chauffage électrique,226 GENIE CLIMATIQUE,22671 CHAUFFAGE
22693,chauffage fuel,226 GENIE CLIMATIQUE,22671 CHAUFFAGE
22650,chauffage gaz,226 GENIE CLIMATIQUE,22671 CHAUFFAGE
22680,chauffage urbain,226 GENIE CLIMATIQUE,22671 CHAUFFAGE
22630,chaufferie chaudière,226 GENIE CLIMATIQUE,22642 GENIE THERMIQUE
22610,traitement eau chaudière,226 GENIE CLIMATIQUE,22630 CHAUFFERIE CHAUDIERE
22663,sécurité thermique,226 GENIE CLIMATIQUE,22642 GENIE THERMIQUE
22622,thermique industrielle,226 GENIE CLIMATIQUE,22642 GENIE THERMIQUE
22612,four industriel,226 GENIE CLIMATIQUE,22622 THERMIQUE INDUSTRIELLE
22624,installation frigorifique,226 GENIE CLIMATIQUE,22654 GENIE CLIMATIQUE
22603,fluide frigorigène,226 GENIE CLIMATIQUE,22624 INSTALLATION FRIGORIFIQUE
22604,froid commercial,226 GENIE CLIMATIQUE,22624 INSTALLATION FRIGORIFIQUE
22605,froid industriel,226 GENIE CLIMATIQUE,22624 INSTALLATION FRIGORIFIQUE
22694,installation gaz,226 GENIE CLIMATIQUE,22654 GENIE CLIMATIQUE
22685,installation thermique sanitaire,226 GENIE CLIMATIQUE,22654 GENIE CLIMATIQUE
22677,plomberie,226 GENIE CLIMATIQUE,22654 GENIE CLIMATIQUE
22679,canalisation,226 GENIE CLIMATIQUE,22677 PLOMBERIE
22689,chauffe eau,226 GENIE CLIMATIQUE,22677 PLOMBERIE
22697,installation sanitaire,226 GENIE CLIMATIQUE,22677 PLOMBERIE
22699,robinetterie,226 GENIE CLIMATIQUE,22677 PLOMBERIE
22636,régulation génie climatique,226 GENIE CLIMATIQUE,22654 GENIE CLIMATIQUE
22607,régulation climatisation,226 GENIE CLIMATIQUE,22636 REGULATION GENIE CLIMATIQUE
22606,régulation thermique,226 GENIE CLIMATIQUE,22636 REGULATION GENIE CLIMATIQUE
22601,salle blanche,226 GENIE CLIMATIQUE,22654 GENIE CLIMATIQUE
50001,Certifications/diplômes/titres niveau 1,,50000 CERTIFICATIONS/DIPLOMES/TITRES
50199,Autres certifications de niveau 1,,50001 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 1
50187,Autres diplômes d'État de niveau 1,,50001 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 1
50165,Autres titres inscrits sur demande au RNCP niveau 1,,50001 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 1
50145,Brevets d'État d'éducateur sportif troisième degré,,50001 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 1
50163,Certification de spécialisation,,50001 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 1
50183,Diplôme d'université niveau 1,,50001 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 1
50148,Diplômes d'école de commerce bac+5,,50001 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 1
50170,Diplômes d'ingénieur,,50001 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 1
50150,Diplômes de médecine et de pharmacie,,50001 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 1
50114,Diplômes de recherche et technologie,,50001 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 1
50142,Diplômes nationaux supérieurs d'expression plastique,,50001 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 1
50140,Diplômes supérieurs des arts appliqués,,50001 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 1
50185,Doctorat,,50001 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 1
50171,Ingénieurs diplômés par l'État,,50001 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 1
50139,Mastères en sciences,,50001 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 1
50105,Mastères spécialisés,,50001 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 1
50132,Masters,,50001 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 1
50002,Certifications/diplômes/titres niveau 2,,50000 CERTIFICATIONS/DIPLOMES/TITRES
50299,Autres certifications de niveau 2,,50002 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 2
50287,Autres diplômes d'État de niveau 2,,50002 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 2
50265,Autres titres inscrits sur demande au RNCP niveau 2,,50002 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 2
50281,Certificats de compétence,,50002 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 2
50283,Diplôme d'université niveau 2,,50002 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 2
50248,Diplômes d'école de commerce bac+4,,50002 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 2
50249,"Diplômes d'État supérieur de la jeunesse, de l'éducation populaire et du sport",,50002 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 2
50241,Diplômes nationaux d'arts,,50002 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 2
50242,Diplômes nationaux supérieurs d'arts plastiques,,50002 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 2
50205,licences,,50002 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 2
50229,Licences institut universitaire professionnalisé (IUP),,50002 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 2
50250,Licences professionnelles,,50002 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 2
50261,Titres professionnels niveau 2,,50002 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 2
50003,Certifications/diplômes/titres niveau 3,,50000 CERTIFICATIONS/DIPLOMES/TITRES
50399,Autres certifications de niveau 3,,50003 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 3
50387,Autres diplômes d'État de niveau 3,,50003 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 3
50365,Autres titres inscrits sur demande au RNCP niveau 3,,50003 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 3
50320,Brevets de technicien supérieur,,50003 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 3
50323,Brevets de technicien supérieur agricole,,50003 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 3
50341,Certificats d'études d'arts plastiques,,50003 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 3
50363,Certificats de spécialisation agricole niveau 3,,50003 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 3
50381,Certificats professionnels,,50003 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 3
50383,Diplôme d'université niveau 3,,50003 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 3
50349,"Diplômes d'État de la jeunesse, de l'éducation populaire et du sport",,50003 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 3
50355,Diplômes d'études universitaires scientifiques et techniques,,50003 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 3
50322,Diplômes de technicien supérieur,,50003 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 3
50321,Diplômes des métiers d'art,,50003 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 3
50350,Diplômes universitaires de technologie,,50003 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 3
50361,Titres professionnels niveau 3,,50003 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 3
50331,Un des meilleurs ouvriers de France,,50003 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 3
50004,Certifications/diplômes/titres niveau 4,,50000 CERTIFICATIONS/DIPLOMES/TITRES
50499,Autres certifications de niveau 4,,50004 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 4
50487,Autres diplômes d'État de niveau 4,,50004 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 4
50465,Autres titres inscrits sur demande au RNCP niveau 4,,50004 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 4
50471,Baccalauréats binationaux,,50004 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 4
50470,Baccalauréats généraux,,50004 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 4
50400,Baccalauréats professionnels,,50004 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 4
50403,Baccalauréats professionnels agricoles,,50004 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 4
50430,Baccalauréats technologiques,,50004 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 4
50446,Brevet professionnel de la jeunesse de l'éducation populaire et du sport,,50004 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 4
50420,Brevets de technicien,,50004 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 4
50401,Brevets des métiers d'art,,50004 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 4
50453,Brevets professionnels (Agriculture),,50004 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 4
50450,Brevets professionnels (Éducation nationale),,50004 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 4
50463,Certificats de spécialisation niveau 4,,50004 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 4
50488,Diplômes d'accès aux études universitaires,,50004 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 4
50422,Diplômes de technicien,,50004 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 4
50437,Mentions complémentaires de niveau 4,,50004 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 4
50461,Titres professionnels niveau 4,,50004 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 4
50005,Certifications/diplômes/titres niveau 5,,50000 CERTIFICATIONS/DIPLOMES/TITRES
50599,Autres certifications de niveau 5,,50005 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 5
50587,Autres diplômes d'État de niveau 5,,50005 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 5
50565,Autres titres inscrits sur demande au RNCP niveau 5,,50005 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 5
50545,Brevets d'aptitude professionnelle d'assistant animateur technicien,,50005 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 5
50510,Brevets d'études professionnelles,,50005 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 5
50513,Brevets d'études professionnelles agricoles,,50005 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 5
50562,Brevets de compagnon professionnel,,50005 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 5
50500,Certificats d'aptitude professionnelle,,50005 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 5
50533,Certificats d'aptitude professionnelle agricole,,50005 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 5
50563,Certificats de spécialisation niveau 5,,50005 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 5
50550,Certificats techniques des métiers,,50005 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 5
50537,Mentions complémentaires niveau 5,,50005 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 5
50561,Titres professionnels niveau 5,,50005 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 5
50009,Certifications/diplômes/titres niveau 9,,50000 CERTIFICATIONS/DIPLOMES/TITRES
50999,Autres certifications sans niveau spécifique,,50009 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 9
50979,Socle de connaissances et de compétences professionnelles (CléA),,50999 AUTRES CERTIFICATIONS SANS NIVEAU SPECIFIQUE
50971,Domaine 1 CléA,,50979 SOCLE DE CONNAISSANCES ET DE COMPETENCES PROFESSIONNELLES (CLEA)
50972,Domaine 2 CléA,,50979 SOCLE DE CONNAISSANCES ET DE COMPETENCES PROFESSIONNELLES (CLEA)
50973,Domaine 3 CléA,,50979 SOCLE DE CONNAISSANCES ET DE COMPETENCES PROFESSIONNELLES (CLEA)
50974,Domaine 4 CléA,,50979 SOCLE DE CONNAISSANCES ET DE COMPETENCES PROFESSIONNELLES (CLEA)
50975,Domaine 5 CléA,,50979 SOCLE DE CONNAISSANCES ET DE COMPETENCES PROFESSIONNELLES (CLEA)
50976,Domaine 6 CléA,,50979 SOCLE DE CONNAISSANCES ET DE COMPETENCES PROFESSIONNELLES (CLEA)
50977,Domaine 7 CléA,,50979 SOCLE DE CONNAISSANCES ET DE COMPETENCES PROFESSIONNELLES (CLEA)
50978,Évaluation finale Socle de connaissances et de compétences professionnelles (CléA),,50979 SOCLE DE CONNAISSANCES ET DE COMPETENCES PROFESSIONNELLES (CLEA)
50970,Évaluation initiale Socle de connaissances et de compétences professionnelles (CléA),,50979 SOCLE DE CONNAISSANCES ET DE COMPETENCES PROFESSIONNELLES (CLEA)
50980,socle de connaissances et de compétences professionnelles numériques (cléa numérique),,50999 AUTRES CERTIFICATIONS SANS NIVEAU SPECIFIQUE
50981,domaine 1 cléa numérique,,50980 SOCLE DE CONNAISSANCES ET DE COMPETENCES PROFESSIONNELLES NUMERIQUES (CLEA NUMERIQUE)
50982,domaine 2 cléa numérique,,50980 SOCLE DE CONNAISSANCES ET DE COMPETENCES PROFESSIONNELLES NUMERIQUES (CLEA NUMERIQUE)
50983,domaine 3 cléa numérique,,50980 SOCLE DE CONNAISSANCES ET DE COMPETENCES PROFESSIONNELLES NUMERIQUES (CLEA NUMERIQUE)
50984,domaine 4 cléa numérique,,50980 SOCLE DE CONNAISSANCES ET DE COMPETENCES PROFESSIONNELLES NUMERIQUES (CLEA NUMERIQUE)
50985,évaluation socle de connaissances et de compétences professionnelles numériques (cléa numérique),,50980 SOCLE DE CONNAISSANCES ET DE COMPETENCES PROFESSIONNELLES NUMERIQUES (CLEA NUMERIQUE)
50966,Certificats de qualification professionnelle sans niveau spécifique,,50009 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 9
50933,diplôme d'université,,50009 CERTIFICATIONS/DIPLOMES/TITRES NIVEAU 9
63054,Afrique,,60000 PAYS
63501,Afrique australe,,63054 AFRIQUE
63502,Afrique du Sud,,63501 AFRIQUE AUSTRALE
63503,Angola,,63501 AFRIQUE AUSTRALE
63504,Botswana,,63501 AFRIQUE AUSTRALE
63506,Lesotho,,63501 AFRIQUE AUSTRALE
63507,Malawi,,63501 AFRIQUE AUSTRALE
63508,Mozambique,,63501 AFRIQUE AUSTRALE
63509,Namibie,,63501 AFRIQUE AUSTRALE
63510,Swaziland,,63501 AFRIQUE AUSTRALE
63511,Zambie,,63501 AFRIQUE AUSTRALE
63512,Zimbabwe,,63501 AFRIQUE AUSTRALE
63201,Afrique centrale,,63054 AFRIQUE
63211,Burundi,,63201 AFRIQUE CENTRALE
63204,Cameroun,,63201 AFRIQUE CENTRALE
63212,Congo,,63201 AFRIQUE CENTRALE
63214,Gabon,,63201 AFRIQUE CENTRALE
63215,Guinée Équatoriale,,63201 AFRIQUE CENTRALE
63216,République centrafricaine,,63201 AFRIQUE CENTRALE
63213,République démocratique du Congo,,63201 AFRIQUE CENTRALE
63217,Rwanda,,63201 AFRIQUE CENTRALE
63219,Tchad,,63201 AFRIQUE CENTRALE
63401,Afrique de l'est,,63054 AFRIQUE
63405,Comores,,63401 AFRIQUE DE L'EST
63412,Djibouti,,63401 AFRIQUE DE L'EST
63413,Érythrée,,63401 AFRIQUE DE L'EST
63414,Éthiopie,,63401 AFRIQUE DE L'EST
63415,Kenya,,63401 AFRIQUE DE L'EST
63416,Madagascar,,63401 AFRIQUE DE L'EST
63417,Maurice,,63401 AFRIQUE DE L'EST
63418,Ouganda,,63401 AFRIQUE DE L'EST
63419,Seychelles,,63401 AFRIQUE DE L'EST
63420,Somalie,,63401 AFRIQUE DE L'EST
63421,Soudan,,63401 AFRIQUE DE L'EST
63423,Soudan du sud,,63401 AFRIQUE DE L'EST
63422,Tanzanie,,63401 AFRIQUE DE L'EST
63301,Afrique de l'ouest,,63054 AFRIQUE
63302,Bénin,,63301 AFRIQUE DE L'OUEST
63303,Burkina Faso,,63301 AFRIQUE DE L'OUEST
63305,Cabo Verde,,63301 AFRIQUE DE L'OUEST
63306,Côte d'Ivoire,,63301 AFRIQUE DE L'OUEST
63307,Gambie,,63301 AFRIQUE DE L'OUEST
63308,Ghana,,63301 AFRIQUE DE L'OUEST
63309,Guinée,,63301 AFRIQUE DE L'OUEST
63310,Guinée-Bissao,,63301 AFRIQUE DE L'OUEST
63311,Libéria,,63301 AFRIQUE DE L'OUEST
63312,Mali,,63301 AFRIQUE DE L'OUEST
63313,Mauritanie,,63301 AFRIQUE DE L'OUEST
63314,Niger,,63301 AFRIQUE DE L'OUEST
63315,Nigéria,,63301 AFRIQUE DE L'OUEST
63319,Sao Tomé et Principe,,63301 AFRIQUE DE L'OUEST
63316,Sénégal,,63301 AFRIQUE DE L'OUEST
63317,Sierra Léone,,63301 AFRIQUE DE L'OUEST
63318,Togo,,63301 AFRIQUE DE L'OUEST
63101,Afrique du nord,,63054 AFRIQUE
63102,Algérie,,63101 AFRIQUE DU NORD
63103,Égypte,,63101 AFRIQUE DU NORD
63104,Libye,,63101 AFRIQUE DU NORD
63105,Maroc,,63101 AFRIQUE DU NORD
63106,Tunisie,,63101 AFRIQUE DU NORD
64054,Amérique,,60000 PAYS
64201,Amérique centrale,,64054 AMERIQUE
64226,Antigua et Barbuda,,64201 AMERIQUE CENTRALE
64227,Bahamas,,64201 AMERIQUE CENTRALE
64228,Barbade,,64201 AMERIQUE CENTRALE
64229,Belize,,64201 AMERIQUE CENTRALE
64230,Costa Rica,,64201 AMERIQUE CENTRALE
64231,Cuba,,64201 AMERIQUE CENTRALE
64242,Dominique,,64201 AMERIQUE CENTRALE
64233,Grenade,,64201 AMERIQUE CENTRALE
64234,Guatemala,,64201 AMERIQUE CENTRALE
64235,Haïti,,64201 AMERIQUE CENTRALE
64236,Honduras,,64201 AMERIQUE CENTRALE
64237,Jamaïque,,64201 AMERIQUE CENTRALE
64238,Nicaragua,,64201 AMERIQUE CENTRALE
64239,Panama,,64201 AMERIQUE CENTRALE
64240,République Dominicaine,,64201 AMERIQUE CENTRALE
64243,Saint-Christophe et Niévès,,64201 AMERIQUE CENTRALE
64245,Saint-Vincent-et-les-Grenadines,,64201 AMERIQUE CENTRALE
64244,Sainte-Lucie,,64201 AMERIQUE CENTRALE
64232,Salvador,,64201 AMERIQUE CENTRALE
64241,Trinité-et-Tobago,,64201 AMERIQUE CENTRALE
64101,Amérique du nord,,64054 AMERIQUE
64102,Canada,,64101 AMERIQUE DU NORD
64103,États-Unis,,64101 AMERIQUE DU NORD
64104,Mexique,,64101 AMERIQUE DU NORD
64301,Amérique du sud,,64054 AMERIQUE
64302,Argentine,,64301 AMERIQUE DU SUD
64303,Bolivie,,64301 AMERIQUE DU SUD
64304,Brésil,,64301 AMERIQUE DU SUD
64305,Chili,,64301 AMERIQUE DU SUD
64306,Colombie,,64301 AMERIQUE DU SUD
64307,Équateur,,64301 AMERIQUE DU SUD
64314,Guyana,,64301 AMERIQUE DU SUD
64316,Paraguay,,64301 AMERIQUE DU SUD
64317,Pérou,,64301 AMERIQUE DU SUD
64318,Suriname,,64301 AMERIQUE DU SUD
64319,Uruguay,,64301 AMERIQUE DU SUD
64321,Vénézuela,,64301 AMERIQUE DU SUD
66054,Antartique,,60000 PAYS
62054,Asie,,60000 PAYS
62401,Asie centrale,,62054 ASIE
62402,Afghanistan,,62401 ASIE CENTRALE
62403,Kazakhstan,,62401 ASIE CENTRALE
62404,Kirghizstan,,62401 ASIE CENTRALE
62309,Mongolie,,62401 ASIE CENTRALE
62406,Ouzbékistan,,62401 ASIE CENTRALE
62407,Tadjikistan,,62401 ASIE CENTRALE
62408,Turkménistan,,62401 ASIE CENTRALE
62301,Asie de l'est,,62054 ASIE
62302,Chine,,62301 ASIE DE L'EST
62303,Corée du Nord,,62301 ASIE DE L'EST
62304,Corée du Sud,,62301 ASIE DE L'EST
62306,Japon,,62301 ASIE DE L'EST
62101,Asie du sud,,62054 ASIE
62102,Bangladesh,,62101 ASIE DU SUD
62103,Bhoutan,,62101 ASIE DU SUD
62104,Inde,,62101 ASIE DU SUD
62105,Maldives,,62101 ASIE DU SUD
62106,Népal,,62101 ASIE DU SUD
62107,Pakistan,,62101 ASIE DU SUD
62108,Sri Lanka,,62101 ASIE DU SUD
62201,Asie du sud-est,,62054 ASIE
62217,Birmanie,,62201 ASIE DU SUD-EST
62212,Brunei,,62201 ASIE DU SUD-EST
62213,Cambodge,,62201 ASIE DU SUD-EST
62214,Indonésie,,62201 ASIE DU SUD-EST
62215,Laos,,62201 ASIE DU SUD-EST
62216,Malaisie,,62201 ASIE DU SUD-EST
62219,Philippines,,62201 ASIE DU SUD-EST
62220,Singapour,,62201 ASIE DU SUD-EST
62221,Thaïlande,,62201 ASIE DU SUD-EST
62223,Timor-Est,,62201 ASIE DU SUD-EST
62222,Viêt Nam,,62201 ASIE DU SUD-EST
62501,Asie occidentale,,62054 ASIE
62502,Arabie Saoudite,,62501 ASIE OCCIDENTALE
62503,Arménie,,62501 ASIE OCCIDENTALE
62504,Azerbaïdjan,,62501 ASIE OCCIDENTALE
62505,Bahreïn,,62501 ASIE OCCIDENTALE
62507,Émirats Arabes Unis,,62501 ASIE OCCIDENTALE
62506,Géorgie,,62501 ASIE OCCIDENTALE
62508,Irak,,62501 ASIE OCCIDENTALE
62509,Iran,,62501 ASIE OCCIDENTALE
62510,Israël/Territoires palestiniens,,62501 ASIE OCCIDENTALE
62511,Jordanie,,62501 ASIE OCCIDENTALE
62512,Koweït,,62501 ASIE OCCIDENTALE
62513,Liban,,62501 ASIE OCCIDENTALE
62514,Oman,,62501 ASIE OCCIDENTALE
62520,Qatar,,62501 ASIE OCCIDENTALE
62521,Syrie,,62501 ASIE OCCIDENTALE
62522,Turquie,,62501 ASIE OCCIDENTALE
62523,Yémen,,62501 ASIE OCCIDENTALE
61054,Europe,,60000 PAYS
61261,Europe de l'est,,61054 EUROPE
61221,Biélorussie,,61261 EUROPE DE L'EST
61223,Bulgarie,,61261 EUROPE DE L'EST
61240,Hongrie,,61261 EUROPE DE L'EST
61244,Moldavie,,61261 EUROPE DE L'EST
61245,Pologne,,61261 EUROPE DE L'EST
61246,République tchèque,,61261 EUROPE DE L'EST
61247,Roumanie,,61261 EUROPE DE L'EST
61248,Russie,,61261 EUROPE DE L'EST
61249,Slovaquie,,61261 EUROPE DE L'EST
61251,Ukraine,,61261 EUROPE DE L'EST
61262,Europe de l'ouest,,61054 EUROPE
61119,Allemagne,,61262 EUROPE DE L'OUEST
61122,Autriche,,61262 EUROPE DE L'OUEST
61123,Belgique,,61262 EUROPE DE L'OUEST
61127,France,,61262 EUROPE DE L'OUEST
61139,Liechtenstein,,61262 EUROPE DE L'OUEST
61140,Luxembourg,,61262 EUROPE DE L'OUEST
61143,Pays-Bas,,61262 EUROPE DE L'OUEST
61147,Suisse,,61262 EUROPE DE L'OUEST
61263,Europe du nord,,61054 EUROPE
61124,Danemark,,61263 EUROPE DU NORD
61225,Estonie,,61263 EUROPE DU NORD
61126,Finlande,,61263 EUROPE DU NORD
61129,Irlande,,61263 EUROPE DU NORD
61130,Islande,,61263 EUROPE DU NORD
61241,Lettonie,,61263 EUROPE DU NORD
61242,Lituanie,,61263 EUROPE DU NORD
61142,Norvège,,61263 EUROPE DU NORD
61145,Royaume-Uni,,61263 EUROPE DU NORD
61146,Suède,,61263 EUROPE DU NORD
61264,Europe du sud,,61054 EUROPE
61202,Albanie,,61264 EUROPE DU SUD
61243,Ancienne république yougoslave de Macédoine (ARYM),,61264 EUROPE DU SUD
61120,Andorre,,61264 EUROPE DU SUD
61222,Bosnie-Herzégovine,,61264 EUROPE DU SUD
61253,Chypre,,61264 EUROPE DU SUD
61224,Croatie,,61264 EUROPE DU SUD
61125,Espagne,,61264 EUROPE DU SUD
61239,Grèce,,61264 EUROPE DU SUD
61131,Italie,,61264 EUROPE DU SUD
61267,Kosovo,,61264 EUROPE DU SUD
61141,Malte,,61264 EUROPE DU SUD
61257,Monaco,,61264 EUROPE DU SUD
61256,Monténégro,,61264 EUROPE DU SUD
61144,Portugal,,61264 EUROPE DU SUD
61259,Saint-Marin,,61264 EUROPE DU SUD
61255,Serbie,,61264 EUROPE DU SUD
61250,Slovénie,,61264 EUROPE DU SUD
61260,Vatican (Saint Siège),,61264 EUROPE DU SUD
65054,Océanie,,60000 PAYS
65102,Australie,,65054 OCEANIE
65111,États fédérés de Micronésie,,65054 OCEANIE
65120,Îles Cook,,65054 OCEANIE
65103,Îles Fidji,,65054 OCEANIE
